Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CM,4/21/2019,12:00 AM,PUBLIC INTOXICATION,East 6th Street And,San Jacinto Boulevard,Y,APD,7594,Hispanic,Male
CO,4/21/2019,12:52 AM,LITTERING,East 6th Street And,Trinity Street,Y,APD,7882,White,Male
CM,4/21/2019,9:42 PM,Possession of Drug Paraphernalia,600  BRAZOS ST,,N,,8140,Hispanic,Female
CM,4/21/2019,9:39 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7597,Black,Female
CM,4/21/2019,1:20 AM,DISREGARD ORDER OF A POLICE OFFICER,400 Block East 6th Street,,Y,APD,7611,Black,Female
CM,4/21/2019,9:30 PM,Possession of Drug Paraphernalia,700  NECHES ST,,N,,8140,Black,Female
CO,4/21/2019,8:02 AM,HUMAN WASTE,500  E 7TH ST,,Y,,4042,Black,Male
CM,4/21/2019,9:11 PM,Possession of Drug Paraphernalia,500  E 7TH ST,,N,,8115,White,Female
TR,4/22/2019,6:25 PM,PEDESTRIAN ON ROADWAY,North Ih 35 And East Cesar Chavez Street,,Y,APD,7796,Black,Male
CM,4/22/2019,3:29 PM,CRIMINAL MISCHIEF-DESTRUCTION OF PROP,613 Congress Avenue,,Y,APD,7592,White,Male
CM,4/22/2019,3:29 PM,MISDEMEANOR THEFT C - LESS THAN $100,613 Congress Avenue,,Y,APD,7592,White,Male
TR,4/22/2019,6:25 PM,PEDESTRIAN ON ROADWAY,North Ih 35 And East Cesar Chavez Street,,N,APD,7796,Black,Male
CO,4/22/2019,8:44 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Red River Street,,Y,APD,6144,White,Female
CO,4/22/2019,8:44 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block Red River Street,,Y,APD,6144,White,Female
CO,4/23/2019,10:26 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,90  N IH 35,,Y,,7638,Black,Male
CM,4/23/2019,9:07 AM,Possession of Drug Paraphernalia,600  BRAZOS ST,E 7TH ST,N,,7095,Black,Male
CM,4/23/2019,2:26 PM,Possession of Drug Paraphernalia,500 Block Trinity Street,,N,APD,6145,Hispanic,Male
CO,4/24/2019,4:06 PM,SMOKING - PUBLIC PLACE,609 Congress Avenue,,Y,APD,7785,White,Male
TR,4/24/2019,9:41 PM,PEDESTRIAN ON ROADWAY,East 7th Street And North Ih 35,,N,APD,8018,Black,Male
CM,4/24/2019,9:32 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,600 Block Congress Avenue,,N,APD,4973,White,Male
CO,4/25/2019,11:37 AM,PEDESTRIAN CROSSING ROADWAY/CITY ORD,90  NIH35,,Y,,7638,White,Male
CO,4/25/2019,11:42 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,90  N IH35,,N,,7638,Black,Male
CO,4/25/2019,10:19 PM,HUMAN WASTE,600  NECHES ST,,Y,,8070,Hispanic,Male
CM,4/26/2019,5:41 PM,Possession of Drug Paraphernalia,309 San Marcos Street,,N,APD,6633,White,Male
CM,4/26/2019,12:00 AM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,7948,Black,Male
CM,4/26/2019,8:55 PM,PUBLIC INTOXICATION,East 6th Street And,Brazos Street,N,APD,7245,Black,Male
CM,4/26/2019,5:56 PM,Possession of Drug Paraphernalia,1105 East Cesar Chavez Street,,Y,APD,6331,White,Male
CM,4/26/2019,2:19 AM,DISREGARD ORDER OF A POLICE OFFICER,East 6th Street,Trinity Street,N,APD,7611,White,Male
CM,4/26/2019,2:20 AM,PUBLIC INTOXICATION,500 Block Trinity Street,,Y,APD,7844,White,Male
CO,4/27/2019,11:15 AM,MANIFESTING - DRUGS,500 Block East 7th Street,,N,APD,7433,Black,Male
CM,4/27/2019,1:14 PM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,6th Street,Brazos Street,N,APD,7625,Black,Male
CM,4/27/2019,12:00 AM,FAILURE TO IDENTIFY - REFUSE,400 Block North Ih 35 Service Road,,N,APD,7872,Black,Male
CM,4/27/2019,12:37 AM,DISORDERLY CONDUCT - FIGHTING,400  400 E 6TH ST,,Y,APD,7844,White,Male
CM,4/27/2019,1:10 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,8403,Black,Male
CM,4/27/2019,1:26 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,7611,Hispanic,Male
CO,4/27/2019,11:00 PM,HUMAN WASTE,400 Block East 6th Street,,N,APD,7835,Hispanic,Male
CM,4/28/2019,12:00 AM,POSSESSION OF DRUG PARAPHERNALIA,5621 North Ih 35 Service Road,,N,APD,8612,White,Male
CM,4/28/2019,11:04 PM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,West 6th Street,Congress Avenue,N,APD,7850,White,Male
CM,4/28/2019,2:04 AM,PUBLIC INTOXICATION,East 6th Street And,San Jacinto Boulevard,Y,APD,4729,Hispanic,Female
CM,4/28/2019,12:00 AM,PUBLIC INTOXICATION,East 6th Street And,San Jacinto Boulevard,N,APD,7594,Hispanic,Female
CM,4/28/2019,2:23 AM,DISORDERLY CONDUCT - FIGHTING,403 East 6th Street,,Y,APD,8140,White,Male
CM,4/28/2019,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7611,White,Male
CM,4/28/2019,7:17 PM,PUBLIC INTOXICATION,700 Block East 6th Street,,Y,APD,7850,Black,Male
CM,4/28/2019,12:00 AM,PUBLIC INTOXICATION,516 East 6th Street,,Y,APD,8070,White,Male
CM,4/28/2019,10:29 PM,Possession of Drug Paraphernalia,600  NECHES AT,,N,,8140,Black,Male
CM,4/28/2019,3:46 AM,PUBLIC INTOXICATION,714 East 8th Street,,Y,APD,7884,White,Male
CM,4/29/2019,12:00 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,N,APD,7611,Hispanic,Female
CO,4/29/2019,12:00 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,,,N,APD,7885,White,Male
CM,4/29/2019,12:00 AM,PUBLIC INTOXICATION,6th Street And,Trinity Street,Y,APD,7844,Hispanic,Female
CM,4/29/2019,12:00 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7611,White,Female
CM,4/29/2019,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7611,White,Male
CM,4/30/2019,6:00 PM,PUBLIC INTOXICATION,817 West 5th Street,,N,APD,7615,White,Male
CM,4/30/2019,7:38 PM,PUBLIC INTOXICATION,Brazos Street And,East 6th Street,Y,APD,7798,White,Female
CO,5/1/2019,10:04 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block North Ih 35,,Y,APD,7608,White,Male
CO,5/1/2019,9:40 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Congress Avenue,,Y,APD,3968,White,Female
CM,5/1/2019,3:19 AM,GAMING - CARDS; DICE; OR BALLS,500  E 7TH,,N,,7849,Black,Male
CO,5/1/2019,10:30 AM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",900 Red River Street,,Y,APD,7043,White,Female
CM,5/1/2019,10:45 PM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,White,Male
CM,5/1/2019,4:18 PM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,7785,Black,Male
CM,5/1/2019,10:50 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,7785,Black,Male
CO,5/2/2019,4:55 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500  BLK E. 7TH,,Y,,7422,Black,Male
CM,5/2/2019,12:22 AM,PUBLIC INTOXICATION,700 Block North Ih 35 Service Road,,Y,APD,7804,White,Female
CM,5/2/2019,8:52 PM,Possession of Drug Paraphernalia,124 West 8th Street,,N,APD,7785,White,Male
CM,5/2/2019,10:28 AM,MISDEMEANOR THEFT C - LESS THAN $100,609 Congress Avenue,,Y,APD,7638,White,Male
CM,5/2/2019,7:41 PM,FAILURE TO IDENTIFY - REFUSE,400 Block San Antonio Street,,Y,APD,5366,Black,Female
CO,5/2/2019,5:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500  BLK E. 7TH,,Y,,7422,Black,Male
CM,5/2/2019,12:00 AM,PUBLIC INTOXICATION,1200 Block Sabine Street,,Y,APD,7852,White,Male
CO,5/2/2019,5:02 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500  500 BLOCK EAST 7TH STREET,,N,APD,8139,White,Male
CO,5/2/2019,4:47 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500  500 E 7TH,,Y,APD,8139,White,Male
CO,5/3/2019,1:52 AM,NOISE - DECIBEL LEVEL AT BUSINESS,720  720 W 6TH ST,,Y,APD,7948,White,Male
CO,5/3/2019,1:45 AM,NOISE - DECIBEL LEVEL AT BUSINESS,716  716 W 6TH ST,,Y,APD,7948,White,Male
CM,5/3/2019,8:30 PM,PUBLIC INTOXICATION,501 East 6th Street,,Y,APD,7872,White,Male
CO,5/3/2019,1:30 AM,NOISE - DECIBEL LEVEL AT BUSINESS,613  613 W 6TH ST,,Y,APD,7948,White,Male
CM,5/4/2019,10:50 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,White,Male
CM,5/4/2019,7:15 PM,Possession of Drug Paraphernalia,200 Block Congress Avenue,,Y,APD,7785,White,Male
CM,5/4/2019,7:14 PM,PUBLIC INTOXICATION,East 6th Street And San Jacinto Street,,Y,APD,6331,Hispanic,Male
CM,5/4/2019,4:18 PM,MISDEMEANOR THEFT C - LESS THAN $100,900 North Ih 35,,Y,APD,7433,Black,Male
CO,5/4/2019,7:55 AM,AGGRESSIVE SOLICITATION,North Ih 35 And Cesar Chavez Street,,N,APD,3968,White,Female
CM,5/4/2019,12:43 PM,Possession of Drug Paraphernalia,700 Block Neches Street,,Y,APD,7625,White,Male
CM,5/5/2019,2:30 AM,Interference with a police service animal,East 6th Street Amd Trinity Street,,N,APD,7884,White,Male
CM,5/5/2019,12:00 AM,PUBLIC INTOXICATION,600 Block Rio Grande Street,,N,APD,7317,White,Male
CM,5/5/2019,2:12 PM,DISORDERLY CONDUCT - FIGHTING,600 Block Trinity Street,,Y,APD,8115,Hispanic,Male
CO,5/5/2019,11:00 PM,HUMAN WASTE,600 Block Trinity Street,,N,APD,7887,Hispanic,Male
CM,5/5/2019,4:34 AM,PUBLIC INTOXICATION,2505 San Gabriel Street,,N,APD,8247,White,Male
CM,5/5/2019,12:00 AM,PUBLIC INTOXICATION,6th Street And Trinity Street,,N,APD,7844,White,Male
CO,5/5/2019,12:50 AM,HUMAN WASTE,300 Block East 6th Street,,Y,APD,7597,White,Male
CM,5/7/2019,1:48 AM,PUBLIC INTOXICATION,Trinity Street At 8th Street,,N,APD,8126,White,Male
CO,5/7/2019,6:54 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200  E 2ND STREET,,Y,,7400,Black,Male
CM,5/7/2019,2:00 AM,PUBLIC INTOXICATION,213 West 14th Street,,Y,APD,7401,White,Female
CM,5/8/2019,8:00 PM,THEFT C - LESS THAN $100,9414  E RUNDBERG LN,,Y,,5901,Hispanic,Male
CM,5/8/2019,5:30 PM,SIMPLE ASSAULT BY THREAT-FAMILY,1311 East 3rd Street,,N,APD,7615,Hispanic,Male
CM,5/8/2019,12:00 AM,PUBLIC INTOXICATION,2300 Block Guadalupe Street,,Y,APD,8570,White,Male
CM,5/8/2019,4:17 AM,PUBLIC INTOXICATION,2700 Block Guadalupe Street,,Y,APD,8514,Black,Male
CO,5/8/2019,11:35 PM,NOISE ORDINANCE,700  W 6TH ST,,N,,5159,White,Male
CM,5/9/2019,11:00 PM,THEFT OF SERVICE,710 East Cesar Chavez Street,,Y,APD,7764,White,Male
CM,5/9/2019,12:00 AM,PUBLIC INTOXICATION,West 6th Street And Rio Grande Street,,N,APD,7775,White,Male
CO,5/9/2019,9:41 PM,AGGRESSIVE SOLICITATION,East 7th Street And Red River Street,,Y,APD,7608,White,Female
CM,5/10/2019,1:15 AM,PUBLIC INTOXICATION,401 East 6th Street,,N,APD,8140,Black,Male
CM,5/10/2019,1:54 AM,DISORDERLY CONDUCT - FIGHTING,300  E 6TH ST,,N,,8115,White,Male
CM,5/10/2019,2:04 AM,DISORDERLY CONDUCT - FIGHTING,300  E 6TH ST,,Y,,8115,White,Male
CM,5/10/2019,12:35 AM,PUBLIC INTOXICATION,217 East 6th Street,,Y,APD,7798,White,Male
CM,5/10/2019,6:38 PM,Possession of Drug Paraphernalia,600 Block North Ih 35,,N,APD,7785,Black,Male
CM,5/11/2019,1:14 AM,PUBLIC INTOXICATION,401 East 6th Street,,Y,APD,7887,Black,Male
CM,5/11/2019,6:07 PM,Possession of Drug Paraphernalia,715 East 8th Street,,Y,APD,8126,Black,Male
CM,5/11/2019,2:00 AM,PUBLIC INTOXICATION,422 East 6th Street,,N,APD,8067,Hispanic,Male
CM,5/11/2019,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7850,White,Male
CM,5/11/2019,1:00 AM,PUBLIC INTOXICATION,300 Block East 7th Street,,N,APD,7872,Black,Male
CM,5/11/2019,11:39 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,10th Street,Nueces Street,Y,APD,7345,Black,Male
CM,5/12/2019,12:00 AM,PUBLIC INTOXICATION,East 6th Street And,San Jacinto Boulevard,N,APD,7594,Hispanic,Male
CM,5/12/2019,12:36 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,7844,White,Male
CM,5/12/2019,11:40 AM,Possession of Drug Paraphernalia,500 Block Trinity Street,,Y,APD,3968,White,Female
CM,5/12/2019,2:05 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,6331,White,Male
CM,5/12/2019,2:40 AM,PUBLIC INTOXICATION,East 6th Street And,San Jacinto Boulevard,N,APD,8066,Hispanic,Male
CM,5/12/2019,8:55 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,3968,Black,Female
CM,5/12/2019,2:09 AM,DISORDERLY CONDUCT - FIGHTING,500 Block Trinity Street,,N,APD,8747,White,Male
CM,5/12/2019,1:45 AM,PUBLIC INTOXICATION,401 East 6th Street,,Y,APD,7844,Black,Male
CM,5/13/2019,9:00 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,7785,White,Male
CO,5/13/2019,10:50 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,Cesar Chavez Street And North Ih 35,,N,APD,7202,Black,Male
CO,5/13/2019,10:50 AM,AGGRESSIVE SOLICITATION,Cesar Chavez Street And North Ih 35,,N,APD,7202,Black,Male
CO,5/13/2019,8:05 AM,AGGRESSIVE SOLICITATION,Cesar Chavez Street And North Ih 35,,N,APD,7202,Black,Male
CO,5/13/2019,12:00 AM,HUMAN WASTE,500 Block East 7th Street,,Y,APD,7433,Black,Male
CM,5/14/2019,1:36 AM,PUBLIC INTOXICATION,2700 Block San Pedro Street,,N,APD,8504,White,Male
CO,5/14/2019,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,8140,White,Female
CM,5/14/2019,2:21 AM,PUBLIC INTOXICATION,500 Block Trinity Street,,Y,APD,7887,White,Female
CM,5/15/2019,11:37 PM,Possession of Drug Paraphernalia,700  RED RIVER ST,,N,,8140,Black,Male
CM,5/15/2019,4:40 PM,DISORDERLY CONDUCT-ABUSIVE LANGUAGE,700 Block East 7th Street,,N,APD,7872,Black,Female
CM,5/15/2019,4:40 PM,PUBLIC INTOXICATION,700 Block East 7th Street,,N,APD,7872,Black,Female
CM,5/15/2019,5:10 PM,FAILURE TO IDENTIFY - REFUSE,12th Street,Red River Street,Y,APD,8105,White,Female
TR,5/15/2019,12:00 AM,PEDESTRIAN ON ROADWAY,500 Block East 7th Street,,Y,APD,7882,White,Female
CO,5/15/2019,5:10 PM,HUMAN WASTE,12th Street,Red River Street,Y,APD,8105,White,Female
CM,5/15/2019,10:15 AM,Possession of Drug Paraphernalia,600 Block Red River Street,,Y,APD,7884,White,Female
TR,5/16/2019,1:28 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street,Trinity Street,N,APD,8140,Black,Male
CO,5/16/2019,4:00 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,800 Block Cesar Chavez Street,,Y,APD,7850,White,Male
CM,5/16/2019,11:19 PM,DISREGARD ORDER OF A POLICE OFFICER,San Jacinto Boulevard,East 6th Street,Y,APD,8017,White,Male
CO,5/16/2019,7:20 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block East Cesar Chavez Street,,Y,APD,7850,White,Male
CM,5/16/2019,11:19 PM,MISREPRESENTATION OF AGE BY MINOR,300 Block East 6th Street,,Y,APD,8390,White,Male
CO,5/17/2019,10:29 AM,AGGRESSIVE SOLICITATION,East Cesar Chavez Street And North Ih 35,,Y,APD,7202,Black,Male
CM,5/17/2019,12:20 AM,MINOR CONSUMING ALCOHOL,400 Block East 6th Street,,N,APD,7785,White,Male
CM,5/18/2019,9:30 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,White,Male
CO,5/18/2019,9:10 AM,AGGRESSIVE SOLICITATION,Cesar Chavez And North Ih 35,,N,APD,3968,Black,Male
CM,5/18/2019,10:34 PM,PUBLIC INTOXICATION,500 Block West Avenue,,N,APD,7850,White,Male
TR,5/18/2019,9:10 AM,PEDESTRIAN ON ROADWAY,Cesar Chavez And North Ih 35,,N,APD,3968,Black,Male
CM,5/18/2019,12:00 AM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,4556,White,Male
CM,5/19/2019,12:00 AM,PUBLIC INTOXICATION,1213 Sabine Street,,N,APD,2659,White,Male
CM,5/19/2019,12:30 AM,Interference with a police service animal,400 Block East 6th Street,,Y,APD,7780,White,Male
CM,5/19/2019,10:10 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,Black,Female
CM,5/19/2019,9:30 AM,Possession of Drug Paraphernalia,2704 Rio Grande Street,,N,APD,8927,Hispanic,Male
CO,5/20/2019,11:57 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700  CESAR CHAVEZ SR,,Y,,7451,White,Male
CM,5/20/2019,11:20 PM,Possession of Drug Paraphernalia,500  TRINITY ST,,Y,,8115,Black,Male
CM,5/20/2019,10:03 AM,CRIMINAL MISCHIEF-DESTRUCTION OF PROP,600 Block Congress Avenue,,Y,APD,7625,White,Male
CM,5/20/2019,9:25 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,Black,Female
CM,5/20/2019,12:00 AM,PUBLIC INTOXICATION,100 Block East 5th Street,,Y,APD,5193,White,Male
CO,5/20/2019,10:40 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East Cesar Chavez Street And North Ih 35,,Y,APD,7400,Black,Male
TR,5/21/2019,2:15 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street At San Jacinto,,Y,APD,7202,White,Male
CM,5/22/2019,10:10 PM,THEFT OF SERVICE,300 Block East 6th Street,,Y,APD,7844,White,Male
CO,5/22/2019,9:13 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600  E 7TH ST,,N,,8115,Black,Male
CM,5/22/2019,1:58 AM,PUBLIC INTOXICATION,408 East 6th Street,,N,APD,7597,Hispanic,Male
CO,5/23/2019,6:10 PM,AGGRESSIVE SOLICITATION,East 6th Street At San Jacinto Blvd,,Y,APD,7835,Black,Male
CM,5/23/2019,9:56 AM,Possession of Drug Paraphernalia,500 East 7th Street,,Y,APD,7433,Black,Male
CO,5/23/2019,7:28 PM,AGGRESSIVE SOLICITATION,300 East 6th Street,,N,APD,7850,White,Male
TR,5/23/2019,7:20 PM,PEDESTRIAN CROSSING MIDBLOCK,Trinity Street At 6th Street,,N,APD,7786,White,Male
CO,5/23/2019,6:50 PM,AGGRESSIVE SOLICITATION,300 Block East 6th Street,,N,APD,8070,White,Male
CM,5/23/2019,9:56 PM,FAILURE TO IDENTIFY - REFUSE,301 Brazos Street,,N,APD,8139,White,Male
CM,5/23/2019,12:00 AM,PUBLIC INTOXICATION,2600 Block Guadalupe Street,,Y,APD,8382,No Data,No Data
CO,5/23/2019,1:37 AM,AGGRESSIVE SOLICITATION,300  E 6TH ST,,Y,,8140,White,Male
CO,5/23/2019,6:08 PM,AGGRESSIVE SOLICITATION,200 East 6th Street,,Y,APD,6757,Black,Male
CO,5/23/2019,5:49 PM,AGGRESSIVE SOLICITATION,500 East 6th Street,,Y,APD,7835,White,Female
CO,5/23/2019,6:40 PM,AGGRESSIVE SOLICITATION,414 East 6th Street,,Y,APD,7835,Black,Male
CO,5/23/2019,6:15 PM,AGGRESSIVE SOLICITATION,200 East 6th Street,,Y,APD,7850,Black,Male
CO,5/23/2019,7:20 PM,AGGRESSIVE SOLICITATION,Trinity Street At 6th Street,,N,APD,7786,White,Male
TR,5/23/2019,7:10 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street At San Jacinto Boulevard,,N,APD,7835,Hispanic,Male
CM,5/23/2019,2:27 AM,Interference with a police service animal,406  E 6TH ST,,Y,,8140,Black,Male
CM,5/23/2019,2:27 AM,DISREGARD ORDER OF A POLICE OFFICER,406 East 6th Street,,Y,APD,8140,Black,Male
CM,5/24/2019,11:09 AM,Possession of Drug Paraphernalia,500 Block Trinity Street,,N,APD,7451,White,Male
CM,5/24/2019,10:44 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,6145,White,Male
CM,5/24/2019,12:00 AM,PUBLIC INTOXICATION,619 North Ih 35 Service Road,,Y,APD,8017,Black,Male
CO,5/25/2019,8:59 PM,HUMAN WASTE,600 Block Red River Street,,Y,APD,7850,White,Male
CM,5/25/2019,2:15 PM,PUBLIC INTOXICATION,600 Block East 7th Street,,Y,APD,3968,No Data,No Data
CO,5/25/2019,10:45 PM,HUMAN WASTE,400 Block East 7th Street,,Y,APD,5159,Hispanic,Male
CO,5/25/2019,8:59 PM,LITTERING,600 Block Red River Street,,Y,APD,7850,White,Male
CO,5/25/2019,12:03 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block East 6th Street,,Y,APD,7608,White,Male
CM,5/25/2019,12:15 PM,Possession of Drug Paraphernalia,500 Block Trinity Street,,N,APD,3968,Hispanic,Male
CO,5/25/2019,8:05 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,400 Block East 6th Street,,Y,APD,7850,White,Male
CM,5/25/2019,12:03 AM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,7608,White,Male
CM,5/25/2019,12:30 PM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,Black,Male
CO,5/25/2019,12:34 PM,SOLICIT BY PERSON FROM STREET - SIDEWALK,600  N. IH 35 SVRD NB,,Y,,6136,Hispanic,Female
CM,5/25/2019,1:00 AM,SIMPLE ASSAULT BY CONTACT,400 Block East 6th Street,,Y,APD,7887,White,Male
CM,5/26/2019,7:16 AM,Possession of Drug Paraphernalia,600 Block Congress Avenue,,N,APD,6145,Hispanic,Male
CM,5/26/2019,8:55 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,Black,Male
CM,5/26/2019,2:08 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street,Trinity Street,N,APD,7845,White,Male
CM,5/26/2019,11:16 AM,Possession of Drug Paraphernalia,500 Block Trinity Street,,N,APD,6145,Black,Male
CM,5/26/2019,10:07 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,6290,Hispanic,Male
CM,5/27/2019,1:05 PM,Possession of Drug Paraphernalia,600 Block Trinity Street,,Y,APD,7785,White,Male
CO,5/27/2019,11:25 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,7th Street And Ih 35,,Y,APD,7400,Black,Male
CO,5/27/2019,9:51 PM,FIRE - FIREWORKS POSSESSION OR USE,500  NECHESBST,,Y,,8140,Black,Male
CO,5/27/2019,4:15 PM,HUMAN WASTE,422 Guadalupe Street,,N,APD,7785,White,Male
CM,5/27/2019,11:14 PM,PUBLIC INTOXICATION,2222 Rio Grande Street,,Y,APD,8674,Hispanic,Male
CM,5/27/2019,2:17 AM,PUBLIC INTOXICATION,100 Block East 5th Street,,Y,APD,6802,White,Female
CM,5/28/2019,1:31 PM,PUBLIC INTOXICATION,9th Street And,North Lamar Boulevard,N,APD,7492,Black,Female
TR,5/28/2019,12:00 AM,PEDESTRIAN ON ROADWAY,700 Block Neches Street,,N,APD,7844,White,Female
TR,5/28/2019,2:23 PM,PEDESTRIAN ON ROADWAY,North Ih 35 And East 7th Street,,Y,APD,7796,Black,Male
CM,5/28/2019,2:20 PM,Possession of Drug Paraphernalia,700 Block Congress Avenue,,N,APD,3968,Black,Male
CO,5/28/2019,4:54 AM,AGGRESSIVE SOLICITATION,700  N IH 35 SVRD NB,,N,,8140,White,Male
CM,5/28/2019,2:19 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7597,Hispanic,Female
CM,5/28/2019,11:53 AM,Possession of Drug Paraphernalia,600  N IH 35,,N,,7492,Black,Male
TR,5/29/2019,1:15 AM,PEDESTRIAN WALKING AGAINST LIGHT,400  E 6TH ST,TRINITY ST,Y,,8140,Hispanic,Male
CO,5/30/2019,7:57 PM,HUMAN WASTE,600 Block Neches,,Y,APD,7785,White,Male
CO,5/30/2019,5:06 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,109 East 7th Street,,N,APD,7872,White,Male
CM,5/30/2019,2:38 AM,PUBLIC INTOXICATION,109 East 7th Street,,N,APD,7884,White,Male
CO,5/31/2019,11:44 PM,HUMAN WASTE,100  W 9TH ST,,Y,,8070,Hispanic,Male
CM,5/31/2019,8:04 AM,Possession of Drug Paraphernalia,600  TRINITY,,N,,4949,White,Male
CM,5/31/2019,10:50 AM,Possession of Drug Paraphernalia,500 Block Crazos Street,,N,APD,3968,Hispanic,Male
CO,5/31/2019,1:18 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,100  E 6TH ST,CONGRESS AVE,Y,,7597,White,Male
CO,5/31/2019,12:08 AM,AGGRESSIVE SOLICITATION,400 Block East 6th Street,,Y,APD,7401,White,Male
CO,5/31/2019,12:08 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block East 6th Street,,Y,APD,7401,White,Male
CM,5/31/2019,12:00 AM,PUBLIC INTOXICATION,700 Block East 7th Street,,Y,APD,4395,Hispanic,Male
CM,6/1/2019,12:00 AM,PUBLIC INTOXICATION,600 Block Neches Street,,N,APD,7299,Black,Male
CO,6/1/2019,8:20 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block North Ih 35,,Y,APD,7850,White,Female
CM,6/1/2019,8:47 PM,DISREGARD ORDER OF A POLICE OFFICER,East 6th Street,,N,APD,7245,Hispanic,Male
CM,6/1/2019,12:00 AM,PUBLIC INTOXICATION,500 Block East 7th Street,,N,APD,4949,White,Male
CO,6/1/2019,9:34 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,E CES�R CHAVEZ ST,N IH 35 SVRD NB,N,,7796,Black,Male
CM,6/1/2019,8:20 PM,Possession of Drug Paraphernalia,East 6th Street And,Red River Street,N,APD,6331,White,Male
CM,6/1/2019,12:00 AM,PUBLIC INTOXICATION,500 Block Brazos Street And,100 Block East 5th Street,Y,APD,5617,No Data,No Data
