Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CM,11/17/2017,11:25 PM,MINOR IN POSSESSION OF ALCOHOL,2506 Pearl Street,,Y,APD,5323,White,Male
CM,11/17/2017,11:58 PM,MINOR IN POSSESSION OF ALCOHOL,2501 Leon Street,,Y,APD,4886,White,Female
CO,11/17/2017,4:30 AM,PARK CURFEW VIOLATION,200 Block North Ih 35,,N,APD,6151,No Data,Male
TR,11/17/2017,12:00 AM,PEDESTRIAN ON ROADWAY,600 Block North Ih 35 Service Road,,Y,APD,4951,Black,Male
CM,11/17/2017,12:05 AM,MINOR IN POSSESSION OF ALCOHOL,2501 Leon Street,,Y,APD,5323,White,Female
CO,11/17/2017,8:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East Trinity Street,,Y,APD,7042,White,Male
CM,11/17/2017,1:21 PM,Possession of Drug Paraphernalia,600 Block Ih35,,Y,APD,4951,Black,Male
CM,11/17/2017,11:35 PM,MINOR IN POSSESSION OF ALCOHOL,2506 Pearl Street,,Y,APD,4886,White,Female
CO,11/17/2017,9:23 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,6970,White,Female
CO,11/17/2017,4:30 AM,PARK CURFEW VIOLATION,200 Block North Ih 35,,Y,APD,6646,White,Female
CO,11/17/2017,4:30 AM,PARK CURFEW VIOLATION,200 Block North Ih 35,,N,APD,6646,Black,Male
CM,11/18/2017,12:39 AM,MINOR IN POSSESSION OF ALCOHOL,300 West 27th Street,,Y,APD,6766,White,Female
CO,11/18/2017,9:56 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,East 6th Street And San Jacinto Street,,Y,APD,7784,White,Male
CM,11/18/2017,1:29 AM,Possession of Drug Paraphernalia,500 Block Neches Street,,N,APD,7779,Hispanic,Male
CM,11/18/2017,1:51 PM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,Y,APD,7615,White,Male
CM,11/18/2017,12:40 AM,MINOR IN POSSESSION OF ALCOHOL,300 West 27th Street,,Y,APD,5957,White,Female
CM,11/18/2017,12:40 AM,MINOR IN POSSESSION OF ALCOHOL,300 West 27th Street,,Y,APD,4600,White,Male
CM,11/18/2017,1:37 AM,PUBLIC INTOXICATION,211 West 4th Street,,Y,APD,7699,White,Male
CM,11/18/2017,2:10 AM,DISREGARD ORDER OF A POLICE OFFICER,611 Neches Street,,Y,APD,5159,Hispanic,Male
CM,11/18/2017,10:48 PM,MINOR IN POSSESSION OF ALCOHOL,301 East 7th Street,,N,APD,8247,White,Male
CM,11/18/2017,12:30 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7430,White,Male
CM,11/18/2017,12:38 AM,MINOR IN POSSESSION OF ALCOHOL,300 West 27th Street,,Y,APD,4540,White,Female
CM,11/18/2017,1:55 AM,MINOR IN POSSESSION OF ALCOHOL,2400 Leon,,Y,APD,4694,White,Female
CM,11/18/2017,2:10 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 4th Street,,Y,APD,7401,Hispanic,Male
CM,11/18/2017,10:48 PM,PUBLIC INTOXICATION,301 East 7th Street,,N,APD,8247,Hispanic,Male
CM,11/18/2017,2:59 AM,PUBLIC INTOXICATION,715 East 8th Street,,Y,APD,7616,White,Male
CM,11/18/2017,12:35 AM,MINOR IN POSSESSION OF ALCOHOL,300 West 27th Street,,Y,APD,5323,White,Female
CM,11/18/2017,10:00 AM,Possession of Drug Paraphernalia,900 Block Waller Creek,,N,APD,3968,White,Male
CM,11/18/2017,2:00 AM,MINOR IN POSSESSION OF ALCOHOL,2400 Leon,,Y,APD,4886,White,Male
CO,11/18/2017,9:56 PM,AGGRESSIVE SOLICITATION,East 6th Street And San Jacinto Street,,Y,APD,7784,White,Male
CM,11/18/2017,12:51 AM,MINOR IN POSSESSION OF ALCOHOL,300 West 27th Street,,Y,APD,4540,White,Female
CM,11/18/2017,10:48 PM,MINOR IN POSSESSION OF ALCOHOL,301 East 7th Street,,N,APD,8247,Hispanic,Male
CM,11/18/2017,2:59 AM,THEFT OF SERVICE,715 East 8th Street,,Y,APD,7616,White,Male
CO,11/19/2017,1:18 PM,HUMAN WASTE,700 Block North Ih 35,,Y,APD,7043,Black,Male
CM,11/19/2017,2:24 AM,PUBLIC INTOXICATION,302 East 6th Street,,N,APD,8247,Hispanic,Male
CM,11/19/2017,7:33 PM,PUBLIC INTOXICATION,6th Street And,Brazos Street,N,APD,7567,White,Male
CO,11/19/2017,7:49 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block East 7th Street,,Y,APD,7095,White,Male
CM,11/19/2017,12:00 AM,PUBLIC INTOXICATION,East 6th Street And,Neches Street,Y,APD,8137,White,Male
CO,11/19/2017,1:10 AM,HUMAN WASTE,500 Block Trinity Street,,Y,APD,5967,Black,Female
CO,11/19/2017,6:31 AM,CAMPING IN A PUBLIC PLACE,1105 East Cesar Chavez,,Y,APD,6121,White,Male
TR,11/19/2017,12:00 AM,PEDESTRIAN ON ROADWAY,214 East 6th Street,,Y,APD,7043,Black,Male
CO,11/19/2017,8:55 AM,HUMAN WASTE,100 Waller Creek,,Y,APD,7202,Black,Male
CM,11/19/2017,12:00 AM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,5617,White,Male
CO,11/19/2017,9:10 AM,SMOKING - PUBLIC PLACE,Waller Creek,,Y,APD,7758,Black,Female
CM,11/19/2017,8:50 AM,Possession of Drug Paraphernalia,1000 Waller Creek,,N,APD,7202,Black,Male
CM,11/20/2017,12:00 AM,DISORDERLY CONDUCT - FIGHTING,500 East 7th Street,,Y,APD,4973,White,Female
TR,11/20/2017,7:52 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street At Ih35 Service Road,,Y,APD,4951,White,Male
CO,11/20/2017,12:20 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,510 West 26th Street,,Y,APD,7778,Hispanic,Male
CM,11/20/2017,9:40 AM,Possession of Drug Paraphernalia,600 Block Congress Avenue,,Y,APD,5907,White,Male
CO,11/20/2017,9:40 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Congress Avenue,,Y,APD,5907,White,Male
CO,11/20/2017,6:36 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,800 Block East 8th Street,,Y,APD,4951,White,Male
CM,11/20/2017,2:24 AM,PUBLIC INTOXICATION,6th Street And,Trinity Street,N,APD,5906,White,Female
CM,11/20/2017,4:19 PM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulivard,,Y,APD,7567,White,Female
CM,11/21/2017,10:20 PM,THEFT OF SERVICE,1201 North Ih 35 Service Road,,Y,APD,8437,White,Female
CO,11/21/2017,12:45 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,7th Street At San Jacinto,,Y,APD,7400,White,Female
CO,11/22/2017,12:06 AM,MANIFESTING - DRUGS,500 Block East 7th Street,,N,APD,5159,Black,Female
CO,11/22/2017,11:38 AM,CAMPING IN A PUBLIC PLACE,1200 Block Red River Street,,N,APD,7804,White,Female
CM,11/22/2017,11:42 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,800 Block West Cesar Chavez Street,,Y,APD,7345,White,Male
CM,11/22/2017,1:58 AM,PUBLIC INTOXICATION,500 Block Brazos Street,,Y,APD,7451,White,Male
CO,11/22/2017,2:05 PM,CAMPING IN A PUBLIC PLACE,600 Block Sabine Street,,Y,APD,7764,Black,Female
TR,11/22/2017,1:32 AM,PEDESTRIAN WALKING AGAINST LIGHT,6th Street And Trinity Street,,Y,APD,7611,White,Male
CO,11/22/2017,11:38 AM,CAMPING IN A PUBLIC PLACE,1200 Block Red River Street,,N,APD,7245,Black,Male
CO,11/22/2017,11:00 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,7245,Hispanic,Male
CO,11/22/2017,4:45 AM,PARK CURFEW VIOLATION,200 Block West Cesar Chavez,,Y,APD,6151,Hispanic,Male
CO,11/22/2017,1:45 PM,CAMPING IN A PUBLIC PLACE,600 Block Sabine Street,,Y,APD,7245,Black,Male
CM,11/23/2017,12:00 AM,PUBLIC INTOXICATION,500 Block East 4th Street,,Y,APD,4042,White,Male
CM,11/23/2017,12:00 AM,PUBLIC INTOXICATION,402 East 6th Street,,Y,APD,7549,White,Male
CM,11/23/2017,2:26 AM,DISORDERLY CONDUCT - FIGHTING,400 East 6th Street,,N,APD,7549,Black,Male
CO,11/23/2017,10:56 PM,HUMAN WASTE,100 Block West 6th Street,,Y,APD,5159,White,Male
TR,11/23/2017,12:00 AM,PEDESTRIAN ON ROADWAY,700 Block Neches Street,,Y,APD,7625,White,Male
CM,11/23/2017,12:00 AM,SIMPLE ASSAULT BY CONTACT,400 Block East 6th Street,,Y,APD,7611,White,Female
CO,11/24/2017,4:35 AM,PARK CURFEW VIOLATION,200 Ih 35,,Y,APD,6643,White,Male
CO,11/24/2017,4:30 AM,PARK CURFEW VIOLATION,200 North Ih 35,,Y,APD,5944,White,Male
TR,11/24/2017,4:12 PM,PEDESTRIAN CROSSING MIDBLOCK,500 Block East 7th Street,,Y,APD,7796,Black,Male
CM,11/24/2017,12:47 AM,PUBLIC INTOXICATION,West 6th Street And,Rio Grande Street,N,APD,7885,White,Female
CO,11/24/2017,4:35 PM,PARK CURFEW VIOLATION,200 Block Ih 35,,Y,APD,6643,White,Female
CO,11/24/2017,4:35 AM,PARK CURFEW VIOLATION,200 Block Ih 35,,Y,APD,6643,White,Male
CO,11/24/2017,5:05 AM,OPEN GLASS CONTAINER,1900 Block Rio Grande Street,,Y,APD,7778,White,Male
CO,11/24/2017,12:00 AM,HUMAN WASTE,325 East 6th Street,,Y,APD,7611,White,Male
TR,11/24/2017,12:00 AM,PEDESTRIAN ON ROADWAY,300 Block East 8th Street,,Y,APD,7042,Black,Male
CM,11/24/2017,1:35 AM,PUBLIC INTOXICATION,East 6th Street And,Neches Street,Y,APD,7779,White,Male
TR,11/24/2017,8:48 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street At Congress,,Y,APD,7299,White,Female
CO,11/24/2017,4:34 AM,PARK CURFEW VIOLATION,200 Ih 35,,Y,APD,6643,Black,Male
CM,11/24/2017,9:15 PM,Possession of Drug Paraphernalia,East 4th Street,Guadalupe Street,Y,APD,7615,White,Male
CM,11/24/2017,3:32 PM,PUBLIC INTOXICATION,200 Block East 6th Street,,N,APD,7709,White,Male
CM,11/24/2017,6:39 PM,PUBLIC INTOXICATION,501 East 8th Street,,Y,APD,7567,White,Male
CO,11/24/2017,3:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,7796,Black,Male
CO,11/24/2017,4:30 AM,PARK CURFEW VIOLATION,200 Block North Ih 35,,N,APD,5944,No Data,Male
CO,11/24/2017,4:30 AM,PARK CURFEW VIOLATION,200 Block North Ih 35,,Y,APD,5944,Black,Male
CM,11/25/2017,11:15 PM,PUBLIC INTOXICATION,422 East 6th Street,,Y,APD,6970,White,Male
CM,11/25/2017,1:33 AM,PUBLIC INTOXICATION,710 West 6th Street,,Y,APD,7759,White,Male
CM,11/25/2017,2:15 AM,PUBLIC INTOXICATION,413 East 6th Street,,Y,APD,7694,White,Male
CM,11/25/2017,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,7401,White,Male
CM,11/25/2017,2:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7616,White,Male
CM,11/25/2017,12:00 AM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,6966,White,Male
CM,11/26/2017,12:00 AM,PUBLIC INTOXICATION,317 East 6th Street,,Y,APD,6781,Black,Male
CM,11/26/2017,1:00 AM,MINOR CONSUMING ALCOHOL,400 Block East 6th Street,,Y,APD,7430,White,Male
CM,11/26/2017,2:34 AM,DISORDERLY CONDUCT - FIGHTING,222 East 6th Street,,Y,APD,7238,Black,Female
CM,11/26/2017,2:34 AM,DISORDERLY CONDUCT - FIGHTING,222 East 6th Street,,N,APD,7238,Black,Female
CO,11/26/2017,4:14 AM,PARK CURFEW VIOLATION,711 East 3rd Street,,Y,APD,7703,White,Male
CM,11/26/2017,1:55 AM,PUBLIC INTOXICATION,208 East 6th Street,,Y,APD,7795,White,Male
CM,11/26/2017,11:06 PM,SIMPLE ASSAULT BY CONTACT,407 East 6th Street,,N,APD,7245,White,Male
CO,11/26/2017,4:14 AM,PARK CURFEW VIOLATION,711 East 3rd Street,,Y,APD,7703,Black,Male
CM,11/26/2017,12:38 AM,PUBLIC INTOXICATION,201 East 6th Street,,Y,APD,7765,White,Male
CM,11/26/2017,11:02 PM,PUBLIC INTOXICATION,Martin Luther King Jr Blvd And,San Antonio Street,Y,APD,8103,White,Male
CM,11/26/2017,2:05 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7304,Hispanic,Female
CM,11/26/2017,10:20 PM,PUBLIC INTOXICATION,309 East 6th Street,,Y,APD,7757,White,Male
TR,11/27/2017,1:30 AM,PEDESTRIAN WALKING AGAINST LIGHT,Red River Street And East 5th Street,,Y,APD,5159,Black,Male
CO,11/27/2017,2:16 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,East 6th Street,North Ih 35 Service Road,N,APD,3368,White,Female
CO,11/27/2017,4:30 AM,PARK CURFEW VIOLATION,10 East Avenue,,N,APD,6151,Black,Male
CM,11/27/2017,9:18 PM,THEFT OF SERVICE,207 San Jacinto Boulevard,,N,APD,7834,Hispanic,Female
CO,11/27/2017,12:02 AM,MANIFESTING - DRUGS,500 Block East 7th Street,,N,APD,5666,Black,Male
CO,11/27/2017,4:30 AM,PARK CURFEW VIOLATION,10 East Avenue,,Y,APD,6151,White,Female
CO,11/27/2017,8:07 AM,HUMAN WASTE,400 Block East 6th Street,,Y,APD,6144,Black,Male
CM,11/27/2017,1:21 PM,SIMPLE ASSAULT BY CONTACT,316 West 12th Street,,Y,APD,7543,Hispanic,Male
CO,11/27/2017,4:30 AM,CAMPING IN A PUBLIC PLACE,10 East Avenue,,N,APD,6151,Black,Male
CO,11/27/2017,8:02 AM,SMOKING - PUBLIC PLACE,200 Block North Ih 35,,Y,APD,6151,White,Male
CO,11/27/2017,4:30 AM,CAMPING IN A PUBLIC PLACE,10 East Avenue,,N,APD,6151,White,Female
CO,11/27/2017,7:57 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,300 Block West 4th Street,,Y,APD,7796,Hispanic,Male
CM,11/28/2017,12:00 AM,Possession of Drug Paraphernalia,1600 Block East 2nd Street,,N,APD,7095,Hispanic,Male
CM,11/28/2017,8:25 PM,Possession of Drug Paraphernalia,600 Block San Jacinto Boulevard,,Y,APD,7765,Hispanic,Male
CM,11/28/2017,7:54 PM,Possession of Drug Paraphernalia,North Ih 35 Service Road,East 7th Street,Y,APD,7780,Black,Male
CO,11/28/2017,10:07 PM,OPEN GLASS CONTAINER,24th Street And Guadalupe Street,,Y,APD,2568,Hispanic,Male
CM,11/28/2017,3:25 PM,Possession of Drug Paraphernalia,600 Block San Jacinto Boulevard,,Y,APD,7766,Black,Male
CM,11/28/2017,4:05 AM,Possession of Drug Paraphernalia,East 6th Street,Trinity Street,Y,APD,2641,White,Female
CM,11/28/2017,12:00 AM,Possession of Drug Paraphernalia,300 Block East 6th Street,,N,APD,7759,Black,Male
CM,11/28/2017,9:48 PM,Possession of Drug Paraphernalia,Trinity Street,7th Street,N,APD,7780,Black,Male
CM,11/28/2017,12:42 PM,Possession of Drug Paraphernalia,600 Block North Ih 35 Service Road,,Y,APD,7095,White,Male
CM,11/28/2017,8:00 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,N,APD,7765,Black,Male
CM,11/28/2017,8:25 PM,Possession of Drug Paraphernalia,300 Block East 6th Street,,Y,APD,5617,White,Male
CO,11/28/2017,4:50 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,7th Street At Ih 35 Service Road,,Y,APD,7046,Black,Male
CO,11/28/2017,4:50 PM,AGGRESSIVE SOLICITATION,7th Street At Ih 35 Service Road,,Y,APD,7046,Black,Male
CM,11/28/2017,12:52 PM,Possession of Drug Paraphernalia,600 Block North Ih 35 Service Road,,Y,APD,7415,Black,Male
CO,11/29/2017,11:39 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,East 6th Street At Trinity Street,,N,APD,7784,White,Female
CO,11/29/2017,11:36 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,400 East Trinity,,N,APD,7779,Black,Male
CO,11/29/2017,10:51 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,607 Trinity,,Y,APD,7451,White,Male
CM,11/29/2017,12:00 PM,THEFT OF SERVICE,100 East 8th Street,,N,APD,7451,Black,Female
CO,11/29/2017,11:41 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,400 East 6th Street,,N,APD,6966,White,Male
CO,11/29/2017,10:27 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Of Trinity,,N,APD,7400,Hispanic,Male
CO,11/29/2017,4:51 PM,AGGRESSIVE SOLICITATION,East 6th Street,Neches Street,Y,APD,7795,White,Male
CO,11/29/2017,5:20 PM,AGGRESSIVE SOLICITATION,6th Street At Neches Street,,Y,APD,7284,White,Male
CO,11/29/2017,9:45 PM,AGGRESSIVE SOLICITATION,East 6th Street At Trinity Street,,Y,APD,6367,Black,Male
CO,11/29/2017,9:30 PM,AGGRESSIVE SOLICITATION,300 Block East 6th Street,,Y,APD,7765,White,Male
CM,11/29/2017,11:45 PM,Possession of Drug Paraphernalia,800 East 7th Street,,Y,APD,7095,White,Male
CO,11/29/2017,5:53 PM,AGGRESSIVE SOLICITATION,400 Block East 6th Street,,Y,APD,7795,White,Male
CM,11/29/2017,11:45 AM,Possession of Drug Paraphernalia,800 Block East 7th Street,,Y,APD,7415,Hispanic,Male
TR,11/29/2017,5:20 PM,PEDESTRIAN WALKING AGAINST LIGHT,6th Street At Neches Street,,Y,APD,7284,White,Male
CO,11/29/2017,4:21 PM,AGGRESSIVE SOLICITATION,East 6th Street,Brazos Street,Y,APD,7795,White,Female
CO,11/29/2017,9:20 PM,AGGRESSIVE SOLICITATION,6th At Trinity,,Y,APD,7765,Black,Male
CM,11/29/2017,5:28 PM,Possession of Drug Paraphernalia,400 East 6th Street,,N,APD,7759,Black,Male
CO,11/29/2017,2:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,2300  Block Guadalupe Street,,Y,APD,8430,Hispanic,Male
CM,11/29/2017,4:20 PM,Possession of Drug Paraphernalia,7th At Neches,,Y,APD,7766,Hispanic,Male
CO,11/29/2017,5:50 AM,HUMAN WASTE,809 Congress Avenue,,Y,APD,5907,White,Female
CO,11/29/2017,10:05 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 7th Street At Ih 35,,Y,APD,7608,Black,Male
CO,11/30/2017,2:50 PM,AGGRESSIVE SOLICITATION,316 East 6th Street,,Y,APD,7284,Black,Male
CM,11/30/2017,1:25 PM,Possession of Drug Paraphernalia,700 Block East 7th,,N,APD,7765,White,Male
CO,11/30/2017,4:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block San Jacinto,,Y,APD,7284,White,Male
TR,11/30/2017,2:30 PM,PEDESTRIAN WALKING AGAINST LIGHT,6th At San Jacinto Boulivard,,Y,APD,7284,White,Male
CO,11/30/2017,11:54 PM,PARK CURFEW VIOLATION,1100 Block Red River Street,,Y,APD,7077,Black,Male
CO,11/30/2017,9:23 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,2322 Guadalupe Street,,Y,APD,8430,Hispanic,Male
TR,11/30/2017,12:45 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street At Red River Street,,Y,APD,7284,White,Male
CO,11/30/2017,1:15 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 East 7th Street,,Y,APD,5617,Black,Male
CO,11/30/2017,1:25 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 East 9th Street,,Y,APD,5617,White,Male
TR,11/30/2017,12:50 PM,PEDESTRIAN WALKING AGAINST LIGHT,600 East 6th Street,,Y,APD,7772,White,Male
CO,11/30/2017,11:50 PM,HUMAN WASTE,200 East 4th Street,,Y,APD,7615,White,Male
CO,12/1/2017,12:49 AM,CAMPING IN A PUBLIC PLACE,200 West Cesar Chavez,,N,APD,4547,White,No Data
CO,12/1/2017,4:50 AM,PARK CURFEW VIOLATION,800 Block West Cesar Chavez Street,,N,APD,6306,White,Male
CM,12/1/2017,7:13 PM,PUBLIC INTOXICATION,West Martin Luther King Boulevard,Old 19th Street,Y,APD,4640,White,Male
CM,12/1/2017,12:00 AM,MINOR CONSUMING ALCOHOL,400 Block East 6th Street,,Y,APD,7299,Black,Male
CO,12/1/2017,1:15 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,2316 Guadalupe Street,,Y,APD,8430,Hispanic,Male
CO,12/1/2017,4:50 AM,CAMPING IN A PUBLIC PLACE,800 Block West Cesar Chavez Street,,N,APD,6306,White,Male
CO,12/1/2017,12:54 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,900 West Cesar Chavez,,Y,APD,6646,White,Male
CM,12/1/2017,2:11 AM,DISORDERLY CONDUCT - FIGHTING,406 East 6th Street,,Y,APD,7804,White,Female
CO,12/1/2017,4:40 AM,PARK CURFEW VIOLATION,200 Block West Cesar Chavez Street,,N,APD,6306,White,Female
CO,12/1/2017,1:15 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,2316 Guadalupe Street,,Y,APD,8430,Hispanic,Male
CO,12/1/2017,7:42 AM,CAMPING IN A PUBLIC PLACE,50 Rainey Street,,N,APD,4547,White,Male
CM,12/1/2017,3:06 AM,PUBLIC INTOXICATION,East 8th Street,San Jacinto Boulevard,Y,APD,7297,White,Female
CM,12/1/2017,2:11 AM,DISORDERLY CONDUCT - FIGHTING,406 East 6th Street,,Y,APD,7804,Hispanic,Female
CO,12/1/2017,4:40 AM,CAMPING IN A PUBLIC PLACE,200 Block West Cesar Chavez Street,,N,APD,6306,White,Female
CO,12/1/2017,4:30 AM,PARK CURFEW VIOLATION,200 Block North Ih 35,,Y,APD,5944,Black,Male
CM,12/1/2017,12:10 AM,MINOR CONSUMING ALCOHOL,416 East 6th Street,,Y,APD,7245,White,Male
CO,12/1/2017,12:49 AM,PARK CURFEW VIOLATION,200 West Cesar Chavez,,N,APD,4547,White,No Data
CM,12/2/2017,3:47 PM,PUBLIC INTOXICATION,West 24th Street And,Leon Street,Y,APD,8226,White,Female
CM,12/2/2017,12:10 AM,Possession of Drug Paraphernalia,East 6th Street,Trinity Street,N,APD,7804,Black,Male
CM,12/2/2017,12:00 AM,MISDEMEANOR THEFT C - LESS THAN $100,209 East 6th Street,,Y,APD,7775,White,Male
CM,12/2/2017,8:36 PM,PUBLIC INTOXICATION,1510 East Cesar Chavez Street,,Y,APD,7760,White,Male
CM,12/2/2017,11:35 AM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,Y,APD,4631,White,Female
CO,12/2/2017,11:04 AM,AGGRESSIVE SOLICITATION,600 Block Sabine Street,,Y,APD,7245,Hispanic,Male
CM,12/3/2017,2:00 AM,PUBLIC INTOXICATION,323 East 6th Street,,N,APD,7597,White,Female
CM,12/3/2017,1:15 AM,MINOR CONSUMING ALCOHOL,300 Block East 6th Street,,Y,APD,7077,White,Male
CO,12/3/2017,12:00 AM,PARK CURFEW VIOLATION,204 North Ih 35,,Y,APD,7703,No Data,Male
CM,12/3/2017,2:00 AM,MINOR CONSUMING ALCOHOL,500 Block North Ih 35 Service Road,,N,APD,7245,Hispanic,Male
CO,12/3/2017,1:49 AM,HUMAN WASTE,600 Block San Jacinto Boulevard,,Y,APD,6757,White,Male
CM,12/3/2017,1:23 AM,MISREPRESENTATION OF AGE BY MINOR,400 Block East 6th Street,,Y,APD,7611,White,Male
CM,12/3/2017,1:20 AM,MISREPRESENTATION OF AGE BY MINOR,317 East 6th Street,,Y,APD,7597,White,Male
CO,12/3/2017,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,204 North Ih 35,,Y,APD,7703,No Data,Male
CO,12/3/2017,9:00 PM,AGGRESSIVE SOLICITATION,6th At Congress Avenue,,Y,APD,7284,White,Male
CM,12/3/2017,2:15 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street,Trinity Street,Y,APD,7433,Hispanic,Male
CM,12/3/2017,1:12 AM,PUBLIC INTOXICATION,700 Block West 5th Street,,Y,APD,7400,White,Male
CM,12/3/2017,1:11 AM,DISREGARD ORDER OF A POLICE OFFICER,325 East 6th Street,,Y,APD,7433,White,Male
TR,12/4/2017,10:15 PM,PEDESTRIAN CROSSING MIDBLOCK,10th Street And Red River Street,,Y,APD,7297,White,Male
CO,12/4/2017,11:11 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,85 Trinity,,N,APD,6151,White,Male
CM,12/4/2017,12:31 PM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,Y,APD,4631,Black,Male
CM,12/4/2017,12:00 AM,Possession of Drug Paraphernalia,700 Neches,,Y,APD,7095,Hispanic,Male
CO,12/4/2017,12:10 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,200 Block North Ih35,,N,APD,3368,Hispanic,Male
CM,12/4/2017,2:00 AM,DISREGARD ORDER OF A POLICE OFFICER,East 6th Street And Trinity Street,,Y,APD,7772,Hispanic,Male
CM,12/4/2017,12:00 AM,Possession of Drug Paraphernalia,600 Block Ih 35 Service Road,,Y,APD,4951,Black,Male
CO,12/4/2017,12:10 PM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",200 Block North Ih35,,Y,APD,3368,White,Male
CO,12/4/2017,8:10 PM,AGGRESSIVE SOLICITATION,East 6th Street At Congress Avenue,,Y,APD,7796,White,Male
CO,12/4/2017,12:10 PM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",200 Block North Ih35,,N,APD,3368,Hispanic,Male
CO,12/4/2017,12:10 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,200 Block North Ih35,,Y,APD,3368,White,Male
CO,12/4/2017,11:23 AM,SMOKING - PUBLIC PLACE,85 Trinity Street,,N,APD,6151,No Data,Male
CO,12/5/2017,8:48 AM,AGGRESSIVE SOLICITATION,600 Block North Ih 35,,Y,APD,7043,Black,Male
CO,12/5/2017,11:14 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block North Ih 35,,N,APD,7758,White,Male
CO,12/5/2017,8:48 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block North Ih 35,,Y,APD,7043,Black,Male
CM,12/7/2017,12:00 AM,PUBLIC INTOXICATION,500 Block Rio Grande Street,,Y,APD,7548,No Data,Male
CM,12/7/2017,7:20 PM,PUBLIC INTOXICATION,West 24th Street At South Lamar,,Y,APD,7885,White,Male
CM,12/8/2017,11:20 PM,PUBLIC INTOXICATION,505 East 6th Street,,N,APD,5617,White,Male
CM,12/8/2017,12:20 AM,SIMPLE ASSAULT ON POLICE OFFICER,200 Lavaca Street,,Y,APD,7784,White,Female
CO,12/8/2017,4:30 AM,PARK CURFEW VIOLATION,1100 Block Red River Street,,Y,APD,6481,Black,Male
CO,12/8/2017,4:40 AM,PARK CURFEW VIOLATION,1100 Block Red River Street,,N,APD,4036,Black,Male
CO,12/8/2017,4:30 AM,PARK CURFEW VIOLATION,1100 Block Red River Street,,N,APD,4547,Black,Male
